time,open,high,low,close,volume
2024-04-30 11:00:00,1.07284,1.07284,1.07194,1.07200,2843
2024-04-30 12:00:00,1.07202,1.07240,1.06896,1.07004,8156
2024-04-30 13:00:00,1.07007,1.07149,1.06941,1.07057,6715
2024-04-30 14:00:00,1.07061,1.07196,1.06872,1.06912,8017
2024-04-30 15:00:00,1.06914,1.06992,1.06832,1.06838,5391
2024-04-30 16:00:00,1.06838,1.06868,1.06760,1.06790,3116
2024-04-30 17:00:00,1.06791,1.06831,1.06752,1.06804,2003
2024-04-30 18:00:00,1.06804,1.06827,1.06761,1.06782,1860
2024-04-30 19:00:00,1.06782,1.06807,1.06716,1.06724,2168
2024-04-30 20:00:00,1.06723,1.06736,1.06648,1.06661,1629
2024-04-30 21:00:00,1.06662,1.06735,1.06662,1.06691,697
2024-04-30 22:00:00,1.06696,1.06698,1.06658,1.06674,755
2024-04-30 23:00:00,1.06676,1.06676,1.06654,1.06659,1069
2024-05-01 00:00:00,1.06662,1.06672,1.06580,1.06617,1708
2024-05-01 01:00:00,1.06616,1.06634,1.06592,1.06607,1065
2024-05-01 02:00:00,1.06607,1.06607,1.06572,1.06590,978
2024-05-01 03:00:00,1.06590,1.06592,1.06558,1.06566,767
2024-05-01 04:00:00,1.06566,1.06570,1.06550,1.06558,826
2024-05-01 05:00:00,1.06555,1.06568,1.06542,1.06556,968
2024-05-01 06:00:00,1.06556,1.06584,1.06494,1.06519,2235
2024-05-01 07:00:00,1.06518,1.06618,1.06518,1.06612,1847
2024-05-01 08:00:00,1.06611,1.06706,1.06611,1.06695,1633
2024-05-01 09:00:00,1.06698,1.06734,1.06680,1.06698,1969
2024-05-01 10:00:00,1.06698,1.06734,1.06667,1.06689,1747
2024-05-01 11:00:00,1.06690,1.06728,1.06672,1.06719,1643
2024-05-01 12:00:00,1.06720,1.06850,1.06718,1.06844,4123
2024-05-01 13:00:00,1.06843,1.06855,1.06748,1.06820,3495
2024-05-01 14:00:00,1.06840,1.06922,1.06777,1.06832,5927
2024-05-01 15:00:00,1.06833,1.06857,1.06773,1.06793,2388
2024-05-01 16:00:00,1.06790,1.06791,1.06706,1.06716,1668
2024-05-01 17:00:00,1.06719,1.06828,1.06710,1.06762,2036
2024-05-01 18:00:00,1.06761,1.07328,1.06714,1.07282,18844
2024-05-01 19:00:00,1.07284,1.07304,1.06891,1.06895,11092
2024-05-01 20:00:00,1.06893,1.07231,1.06868,1.07132,6319
2024-05-01 21:00:00,1.07130,1.07170,1.07078,1.07131,2121
2024-05-01 22:00:00,1.07139,1.07213,1.07139,1.07165,1272
2024-05-01 23:00:00,1.07164,1.07183,1.07119,1.07172,1624
2024-05-02 00:00:00,1.07170,1.07172,1.07096,1.07118,2645
2024-05-02 01:00:00,1.07117,1.07158,1.07070,1.07154,2103
2024-05-02 02:00:00,1.07155,1.07209,1.07155,1.07188,2241
2024-05-02 03:00:00,1.07189,1.07189,1.07127,1.07146,1483
2024-05-02 04:00:00,1.07148,1.07204,1.07142,1.07177,1378
2024-05-02 05:00:00,1.07176,1.07205,1.07122,1.07162,1989
2024-05-02 06:00:00,1.07162,1.07275,1.07136,1.07176,4581
2024-05-02 07:00:00,1.07172,1.07284,1.07130,1.07156,4936
2024-05-02 08:00:00,1.07155,1.07194,1.07000,1.07042,3866
2024-05-02 09:00:00,1.07040,1.07090,1.06958,1.07034,2838
2024-05-02 10:00:00,1.07037,1.07062,1.06966,1.07038,2622
2024-05-02 11:00:00,1.07041,1.07061,1.06956,1.07024,2657
2024-05-02 12:00:00,1.07024,1.07123,1.06935,1.07011,5424
2024-05-02 13:00:00,1.07012,1.07034,1.06804,1.06868,6200
2024-05-02 14:00:00,1.06866,1.06906,1.06742,1.06884,6634
2024-05-02 15:00:00,1.06884,1.07084,1.06858,1.07051,4441
2024-05-02 16:00:00,1.07054,1.07216,1.07020,1.07166,3198
2024-05-02 17:00:00,1.07167,1.07230,1.07140,1.07194,2521
2024-05-02 18:00:00,1.07194,1.07302,1.07181,1.07302,2710
2024-05-02 19:00:00,1.07302,1.07302,1.07234,1.07272,2454
2024-05-02 20:00:00,1.07274,1.07279,1.07247,1.07252,1207
2024-05-02 21:00:00,1.07256,1.07271,1.07244,1.07250,563
2024-05-02 22:00:00,1.07246,1.07297,1.07246,1.07290,619
2024-05-02 23:00:00,1.07289,1.07310,1.07280,1.07298,1368
2024-05-03 00:00:00,1.07299,1.07319,1.07244,1.07315,2177
2024-05-03 01:00:00,1.07312,1.07398,1.07309,1.07374,2243
2024-05-03 02:00:00,1.07372,1.07376,1.07328,1.07333,1468
2024-05-03 03:00:00,1.07331,1.07353,1.07315,1.07349,1335
2024-05-03 04:00:00,1.07350,1.07361,1.07323,1.07323,1544
2024-05-03 05:00:00,1.07324,1.07381,1.07320,1.07359,1795
2024-05-03 06:00:00,1.07358,1.07361,1.07298,1.07299,3098
2024-05-03 07:00:00,1.07298,1.07382,1.07244,1.07346,3330
2024-05-03 08:00:00,1.07346,1.07443,1.07326,1.07426,3321
2024-05-03 09:00:00,1.07428,1.07480,1.07404,1.07432,2453
2024-05-03 10:00:00,1.07431,1.07455,1.07389,1.07434,2568
2024-05-03 11:00:00,1.07434,1.07498,1.07426,1.07457,2357
2024-05-03 12:00:00,1.07454,1.08126,1.07438,1.07937,10644
2024-05-03 13:00:00,1.07933,1.07963,1.07709,1.07769,10841
2024-05-03 14:00:00,1.07905,1.07986,1.07516,1.07659,13494
2024-05-03 15:00:00,1.07660,1.07802,1.07636,1.07692,5146
2024-05-03 16:00:00,1.07693,1.07733,1.07616,1.07636,2725
2024-05-03 17:00:00,1.07636,1.07678,1.07590,1.07650,1680
2024-05-03 18:00:00,1.07650,1.07682,1.07638,1.07674,1767
2024-05-03 19:00:00,1.07674,1.07695,1.07638,1.07642,1993
2024-05-03 20:00:00,1.07643,1.07670,1.07628,1.07630,810
2024-05-05 21:00:00,1.07642,1.07647,1.07636,1.07642,111
2024-05-05 22:00:00,1.07642,1.07648,1.07615,1.07626,452
2024-05-05 23:00:00,1.07627,1.07648,1.07574,1.07584,1381
2024-05-06 00:00:00,1.07583,1.07691,1.07552,1.07675,1819
2024-05-06 01:00:00,1.07676,1.07710,1.07628,1.07702,2449
2024-05-06 02:00:00,1.07705,1.07716,1.07649,1.07654,1766
2024-05-06 03:00:00,1.07654,1.07670,1.07622,1.07648,1417
2024-05-06 04:00:00,1.07647,1.07656,1.07624,1.07630,894
2024-05-06 05:00:00,1.07628,1.07651,1.07599,1.07610,1211
2024-05-06 06:00:00,1.07611,1.07653,1.07594,1.07626,2584
2024-05-06 07:00:00,1.07624,1.07696,1.07602,1.07616,3234
2024-05-06 08:00:00,1.07617,1.07762,1.07576,1.07684,2680
2024-05-06 09:00:00,1.07685,1.07722,1.07661,1.07697,1991
2024-05-06 10:00:00,1.07698,1.07732,1.07664,1.07722,2060
2024-05-06 11:00:00,1.07722,1.07745,1.07688,1.07726,2129
2024-05-06 12:00:00,1.07726,1.07909,1.07722,1.07874,3240
2024-05-06 13:00:00,1.07875,1.07890,1.07811,1.07866,3098
2024-05-06 14:00:00,1.07868,1.07870,1.07786,1.07803,2595
2024-05-06 15:00:00,1.07802,1.07802,1.07746,1.07789,1843
2024-05-06 16:00:00,1.07787,1.07789,1.07712,1.07744,1656
2024-05-06 17:00:00,1.07743,1.07766,1.07732,1.07742,1541
2024-05-06 18:00:00,1.07741,1.07752,1.07722,1.07746,1270
2024-05-06 19:00:00,1.07746,1.07749,1.07665,1.07676,1357
2024-05-06 20:00:00,1.07678,1.07702,1.07664,1.07702,613
2024-05-06 21:00:00,1.07692,1.07712,1.07678,1.07692,338
2024-05-06 22:00:00,1.07694,1.07709,1.07686,1.07687,381
2024-05-06 23:00:00,1.07688,1.07690,1.07662,1.07674,683
2024-05-07 00:00:00,1.07672,1.07764,1.07666,1.07752,2075
2024-05-07 01:00:00,1.07750,1.07770,1.07641,1.07655,2258
2024-05-07 02:00:00,1.07656,1.07668,1.07607,1.07637,1675
2024-05-07 03:00:00,1.07637,1.07691,1.07632,1.07688,1164
2024-05-07 04:00:00,1.07690,1.07695,1.07632,1.07659,1544
2024-05-07 05:00:00,1.07658,1.07695,1.07573,1.07584,1697
2024-05-07 06:00:00,1.07582,1.07644,1.07543,1.07636,2935
2024-05-07 07:00:00,1.07637,1.07698,1.07608,1.07648,3054
2024-05-07 08:00:00,1.07645,1.07654,1.07556,1.07640,2296
2024-05-07 09:00:00,1.07638,1.07641,1.07553,1.07598,2391
2024-05-07 10:00:00,1.07600,1.07698,1.07584,1.07691,2149
2024-05-07 11:00:00,1.07693,1.07704,1.07627,1.07668,2268
2024-05-07 12:00:00,1.07667,1.07793,1.07641,1.07756,3049
2024-05-07 13:00:00,1.07758,1.07874,1.07740,1.07807,3646
2024-05-07 14:00:00,1.07810,1.07826,1.07729,1.07779,2490
2024-05-07 15:00:00,1.07777,1.07827,1.07665,1.07668,2700
2024-05-07 16:00:00,1.07665,1.07744,1.07661,1.07704,2745
2024-05-07 17:00:00,1.07706,1.07706,1.07562,1.07566,2255
2024-05-07 18:00:00,1.07568,1.07568,1.07480,1.07515,2334
2024-05-07 19:00:00,1.07514,1.07577,1.07514,1.07565,1874
2024-05-07 20:00:00,1.07566,1.07566,1.07546,1.07548,539
2024-05-07 21:00:00,1.07543,1.07568,1.07543,1.07558,445
2024-05-07 22:00:00,1.07557,1.07562,1.07506,1.07511,551
2024-05-07 23:00:00,1.07514,1.07516,1.07474,1.07499,592
2024-05-08 00:00:00,1.07498,1.07543,1.07468,1.07481,1707
2024-05-08 01:00:00,1.07480,1.07488,1.07400,1.07404,2070
2024-05-08 02:00:00,1.07400,1.07426,1.07380,1.07414,1572
2024-05-08 03:00:00,1.07413,1.07438,1.07388,1.07413,1077
2024-05-08 04:00:00,1.07414,1.07424,1.07390,1.07414,1251
2024-05-08 05:00:00,1.07414,1.07421,1.07386,1.07408,1295
2024-05-08 06:00:00,1.07409,1.07492,1.07408,1.07448,2026
2024-05-08 07:00:00,1.07448,1.07461,1.07374,1.07388,2893
2024-05-08 08:00:00,1.07387,1.07449,1.07350,1.07443,2759
2024-05-08 09:00:00,1.07444,1.07526,1.07444,1.07514,2088
2024-05-08 10:00:00,1.07515,1.07536,1.07486,1.07489,1599
2024-05-08 11:00:00,1.07488,1.07541,1.07440,1.07460,2232
2024-05-08 12:00:00,1.07462,1.07492,1.07397,1.07489,3073
2024-05-08 13:00:00,1.07491,1.07540,1.07462,1.07506,3057
2024-05-08 14:00:00,1.07508,1.07549,1.07464,1.07492,2788
2024-05-08 15:00:00,1.07494,1.07576,1.07444,1.07549,2835
2024-05-08 16:00:00,1.07548,1.07549,1.07446,1.07458,1701
2024-05-08 17:00:00,1.07460,1.07471,1.07410,1.07433,1265
2024-05-08 18:00:00,1.07431,1.07470,1.07412,1.07453,907
2024-05-08 19:00:00,1.07454,1.07462,1.07433,1.07454,931
2024-05-08 20:00:00,1.07454,1.07486,1.07440,1.07485,694
2024-05-08 21:00:00,1.07500,1.07500,1.07474,1.07498,589
2024-05-08 22:00:00,1.07501,1.07506,1.07488,1.07490,390
2024-05-08 23:00:00,1.07494,1.07496,1.07462,1.07469,611
2024-05-09 00:00:00,1.07468,1.07472,1.07424,1.07432,1457
2024-05-09 01:00:00,1.07431,1.07488,1.07423,1.07478,1526
2024-05-09 02:00:00,1.07477,1.07485,1.07450,1.07475,1204
2024-05-09 03:00:00,1.07474,1.07516,1.07465,1.07478,1070
2024-05-09 04:00:00,1.07478,1.07506,1.07450,1.07453,1009
2024-05-09 05:00:00,1.07454,1.07466,1.07421,1.07438,1137
2024-05-09 06:00:00,1.07441,1.07447,1.07360,1.07374,1775
2024-05-09 07:00:00,1.07370,1.07414,1.07297,1.07348,2655
2024-05-09 08:00:00,1.07346,1.07354,1.07262,1.07282,1953
2024-05-09 09:00:00,1.07282,1.07318,1.07262,1.07306,1676
2024-05-09 10:00:00,1.07306,1.07386,1.07304,1.07348,1855
2024-05-09 11:00:00,1.07349,1.07362,1.07240,1.07272,4129
2024-05-09 12:00:00,1.07272,1.07625,1.07270,1.07593,5645
2024-05-09 13:00:00,1.07590,1.07677,1.07506,1.07636,4878
2024-05-09 14:00:00,1.07637,1.07803,1.07627,1.07758,3999
2024-05-09 15:00:00,1.07759,1.07817,1.07692,1.07704,2260
2024-05-09 16:00:00,1.07705,1.07780,1.07704,1.07760,1427
2024-05-09 17:00:00,1.07758,1.07806,1.07738,1.07776,1769
2024-05-09 18:00:00,1.07776,1.07828,1.07756,1.07818,1274
2024-05-09 19:00:00,1.07817,1.07847,1.07809,1.07824,1580
2024-05-09 20:00:00,1.07822,1.07836,1.07811,1.07818,656
2024-05-09 21:00:00,1.07824,1.07840,1.07812,1.07822,392
2024-05-09 22:00:00,1.07815,1.07860,1.07815,1.07846,526
2024-05-09 23:00:00,1.07849,1.07855,1.07812,1.07817,592
2024-05-10 00:00:00,1.07818,1.07822,1.07766,1.07792,1352
2024-05-10 01:00:00,1.07793,1.07827,1.07760,1.07760,2136
2024-05-10 02:00:00,1.07761,1.07777,1.07732,1.07740,1507
2024-05-10 03:00:00,1.07742,1.07767,1.07738,1.07760,988
2024-05-10 04:00:00,1.07762,1.07770,1.07740,1.07741,508
2024-05-10 05:00:00,1.07740,1.07770,1.07738,1.07756,977
2024-05-10 06:00:00,1.07753,1.07834,1.07716,1.07770,2694
2024-05-10 07:00:00,1.07772,1.07842,1.07762,1.07812,3719
2024-05-10 08:00:00,1.07811,1.07868,1.07772,1.07807,3070
2024-05-10 09:00:00,1.07810,1.07862,1.07794,1.07798,2429
2024-05-10 10:00:00,1.07797,1.07820,1.07756,1.07785,2107
2024-05-10 11:00:00,1.07784,1.07808,1.07754,1.07794,2172
2024-05-10 12:00:00,1.07794,1.07814,1.07663,1.07702,3362
2024-05-10 13:00:00,1.07701,1.07902,1.07697,1.07875,3355
2024-05-10 14:00:00,1.07867,1.07894,1.07604,1.07641,5685
2024-05-10 15:00:00,1.07638,1.07725,1.07626,1.07722,2682
2024-05-10 16:00:00,1.07724,1.07796,1.07695,1.07759,1980
2024-05-10 17:00:00,1.07763,1.07776,1.07733,1.07743,1095
2024-05-10 18:00:00,1.07742,1.07743,1.07699,1.07736,1029
2024-05-10 19:00:00,1.07735,1.07759,1.07718,1.07719,950
2024-05-10 20:00:00,1.07718,1.07722,1.07686,1.07708,1011
2024-05-12 21:00:00,1.07730,1.07730,1.07680,1.07716,574
2024-05-12 22:00:00,1.07723,1.07734,1.07709,1.07730,584
2024-05-12 23:00:00,1.07728,1.07754,1.07701,1.07704,1172
2024-05-13 00:00:00,1.07702,1.07725,1.07683,1.07694,1828
2024-05-13 01:00:00,1.07692,1.07733,1.07670,1.07689,2282
2024-05-13 02:00:00,1.07690,1.07725,1.07658,1.07712,1635
2024-05-13 03:00:00,1.07712,1.07724,1.07692,1.07716,1435
2024-05-13 04:00:00,1.07716,1.07725,1.07692,1.07697,905
2024-05-13 05:00:00,1.07696,1.07749,1.07695,1.07731,1249
2024-05-13 06:00:00,1.07732,1.07760,1.07689,1.07702,1593
2024-05-13 07:00:00,1.07706,1.07800,1.07692,1.07758,3735
2024-05-13 08:00:00,1.07756,1.07846,1.07736,1.07838,2478
2024-05-13 09:00:00,1.07840,1.07890,1.07816,1.07828,2182
2024-05-13 10:00:00,1.07826,1.07851,1.07774,1.07818,1964
2024-05-13 11:00:00,1.07817,1.07946,1.07814,1.07894,2071
2024-05-13 12:00:00,1.07895,1.08000,1.07889,1.07982,2581
2024-05-13 13:00:00,1.07982,1.08070,1.07970,1.08043,3039
2024-05-13 14:00:00,1.08044,1.08054,1.07956,1.08040,2718
2024-05-13 15:00:00,1.08041,1.08043,1.07894,1.07955,4008
2024-05-13 16:00:00,1.07954,1.07990,1.07933,1.07935,1518
2024-05-13 17:00:00,1.07933,1.07942,1.07871,1.07917,1349
2024-05-13 18:00:00,1.07916,1.07937,1.07892,1.07897,1360
2024-05-13 19:00:00,1.07896,1.07899,1.07868,1.07889,1136
2024-05-13 20:00:00,1.07890,1.07902,1.07882,1.07899,601
2024-05-13 21:00:00,1.07898,1.07908,1.07878,1.07906,311
2024-05-13 22:00:00,1.07908,1.07911,1.07888,1.07899,446
2024-05-13 23:00:00,1.07900,1.07938,1.07898,1.07920,461
2024-05-14 00:00:00,1.07921,1.07924,1.07854,1.07876,1375
2024-05-14 01:00:00,1.07876,1.07898,1.07844,1.07874,1370
2024-05-14 02:00:00,1.07875,1.07876,1.07845,1.07868,1248
2024-05-14 03:00:00,1.07869,1.07881,1.07854,1.07878,1030
2024-05-14 04:00:00,1.07880,1.07888,1.07854,1.07854,881
2024-05-14 05:00:00,1.07855,1.07871,1.07844,1.07866,1057
2024-05-14 06:00:00,1.07868,1.07895,1.07828,1.07877,1932
2024-05-14 07:00:00,1.07878,1.07889,1.07858,1.07871,1727
2024-05-14 08:00:00,1.07872,1.07872,1.07754,1.07838,2970
2024-05-14 09:00:00,1.07838,1.07937,1.07837,1.07929,2719
2024-05-14 10:00:00,1.07932,1.07990,1.07922,1.07964,2009
2024-05-14 11:00:00,1.07965,1.07990,1.07926,1.07928,1807
2024-05-14 12:00:00,1.07928,1.08108,1.07672,1.08032,8055
2024-05-14 13:00:00,1.08033,1.08227,1.08007,1.08190,5772
2024-05-14 14:00:00,1.08197,1.08257,1.08099,1.08247,4611
2024-05-14 15:00:00,1.08244,1.08250,1.08152,1.08183,3069
2024-05-14 16:00:00,1.08182,1.08203,1.08140,1.08169,2099
2024-05-14 17:00:00,1.08170,1.08202,1.08158,1.08193,1430
2024-05-14 18:00:00,1.08192,1.08232,1.08189,1.08200,1110
2024-05-14 19:00:00,1.08200,1.08217,1.08194,1.08202,780
2024-05-14 20:00:00,1.08201,1.08210,1.08176,1.08198,670
2024-05-14 21:00:00,1.08200,1.08218,1.08166,1.08172,821
2024-05-14 22:00:00,1.08172,1.08186,1.08161,1.08167,479
2024-05-14 23:00:00,1.08168,1.08169,1.08138,1.08140,573
2024-05-15 00:00:00,1.08138,1.08178,1.08130,1.08172,1671
2024-05-15 01:00:00,1.08169,1.08227,1.08166,1.08226,1337
2024-05-15 02:00:00,1.08226,1.08268,1.08200,1.08253,1045
2024-05-15 03:00:00,1.08254,1.08278,1.08251,1.08260,975
2024-05-15 04:00:00,1.08262,1.08262,1.08206,1.08216,785
2024-05-15 05:00:00,1.08216,1.08282,1.08214,1.08271,1030
2024-05-15 06:00:00,1.08274,1.08308,1.08226,1.08305,1884
2024-05-15 07:00:00,1.08304,1.08326,1.08254,1.08261,2887
2024-05-15 08:00:00,1.08260,1.08348,1.08248,1.08300,2424
2024-05-15 09:00:00,1.08299,1.08322,1.08248,1.08282,2422
2024-05-15 10:00:00,1.08283,1.08302,1.08234,1.08246,1638
2024-05-15 11:00:00,1.08246,1.08294,1.08220,1.08294,2225
2024-05-15 12:00:00,1.08294,1.08695,1.08280,1.08612,10345
2024-05-15 13:00:00,1.08613,1.08660,1.08316,1.08350,7990
2024-05-15 14:00:00,1.08352,1.08602,1.08342,1.08576,4655
2024-05-15 15:00:00,1.08578,1.08746,1.08558,1.08598,3849
2024-05-15 16:00:00,1.08600,1.08736,1.08560,1.08721,2855
2024-05-15 17:00:00,1.08722,1.08804,1.08716,1.08800,1759
2024-05-15 18:00:00,1.08802,1.08807,1.08730,1.08784,1193
2024-05-15 19:00:00,1.08785,1.08831,1.08777,1.08819,1147
2024-05-15 20:00:00,1.08820,1.08862,1.08816,1.08838,843
2024-05-15 21:00:00,1.08858,1.08864,1.08794,1.08843,823
2024-05-15 22:00:00,1.08837,1.08900,1.08836,1.08892,655
2024-05-15 23:00:00,1.08898,1.08904,1.08876,1.08886,1052
2024-05-16 00:00:00,1.08884,1.08951,1.08865,1.08938,2182
2024-05-16 01:00:00,1.08938,1.08939,1.08844,1.08868,2655
2024-05-16 02:00:00,1.08867,1.08884,1.08814,1.08873,2010
2024-05-16 03:00:00,1.08872,1.08894,1.08858,1.08872,1664
2024-05-16 04:00:00,1.08870,1.08872,1.08841,1.08848,1172
2024-05-16 05:00:00,1.08850,1.08852,1.08794,1.08794,1451
2024-05-16 06:00:00,1.08796,1.08830,1.08746,1.08764,2419
2024-05-16 07:00:00,1.08766,1.08820,1.08732,1.08744,3014
2024-05-16 08:00:00,1.08743,1.08766,1.08662,1.08733,2579
2024-05-16 09:00:00,1.08735,1.08750,1.08688,1.08702,1747
2024-05-16 10:00:00,1.08699,1.08739,1.08664,1.08724,1648
2024-05-16 11:00:00,1.08722,1.08749,1.08619,1.08668,2359
2024-05-16 12:00:00,1.08668,1.08746,1.08608,1.08633,4884
2024-05-16 13:00:00,1.08630,1.08669,1.08547,1.08560,5000
2024-05-16 14:00:00,1.08560,1.08704,1.08545,1.08702,3787
2024-05-16 15:00:00,1.08704,1.08759,1.08667,1.08752,2626
2024-05-16 16:00:00,1.08751,1.08756,1.08699,1.08735,2198
2024-05-16 17:00:00,1.08734,1.08756,1.08685,1.08706,1682
2024-05-16 18:00:00,1.08708,1.08718,1.08658,1.08709,1287
2024-05-16 19:00:00,1.08708,1.08709,1.08668,1.08668,1104
2024-05-16 20:00:00,1.08670,1.08674,1.08648,1.08672,558
2024-05-16 21:00:00,1.08668,1.08688,1.08654,1.08675,1086
2024-05-16 22:00:00,1.08680,1.08692,1.08664,1.08680,395
2024-05-16 23:00:00,1.08680,1.08680,1.08662,1.08678,454
2024-05-17 00:00:00,1.08680,1.08688,1.08599,1.08629,1496
2024-05-17 01:00:00,1.08628,1.08637,1.08573,1.08594,1880
2024-05-17 02:00:00,1.08596,1.08606,1.08543,1.08573,1524
2024-05-17 03:00:00,1.08572,1.08617,1.08569,1.08592,1149
2024-05-17 04:00:00,1.08593,1.08596,1.08556,1.08562,939
2024-05-17 05:00:00,1.08562,1.08624,1.08556,1.08611,1249
2024-05-17 06:00:00,1.08613,1.08668,1.08583,1.08628,1922
2024-05-17 07:00:00,1.08629,1.08685,1.08575,1.08588,2296
2024-05-17 08:00:00,1.08587,1.08594,1.08416,1.08444,3039
2024-05-17 09:00:00,1.08448,1.08468,1.08410,1.08448,1943
2024-05-17 10:00:00,1.08447,1.08447,1.08360,1.08382,1834
2024-05-17 11:00:00,1.08384,1.08456,1.08358,1.08434,1575
2024-05-17 12:00:00,1.08433,1.08458,1.08390,1.08430,2473
2024-05-17 13:00:00,1.08431,1.08565,1.08430,1.08553,3504
2024-05-17 14:00:00,1.08554,1.08772,1.08550,1.08765,3794
2024-05-17 15:00:00,1.08766,1.08786,1.08652,1.08688,3020
2024-05-17 16:00:00,1.08688,1.08746,1.08672,1.08687,2211
2024-05-17 17:00:00,1.08684,1.08745,1.08684,1.08736,1508
2024-05-17 18:00:00,1.08738,1.08768,1.08719,1.08758,1454
2024-05-17 19:00:00,1.08757,1.08762,1.08706,1.08726,1032
2024-05-17 20:00:00,1.08726,1.08728,1.08682,1.08697,1018
2024-05-19 21:00:00,1.08680,1.08705,1.08646,1.08702,204
2024-05-19 22:00:00,1.08702,1.08732,1.08692,1.08706,542
2024-05-19 23:00:00,1.08708,1.08743,1.08705,1.08726,696
2024-05-20 00:00:00,1.08726,1.08772,1.08690,1.08752,1724
2024-05-20 01:00:00,1.08750,1.08766,1.08718,1.08753,2147
2024-05-20 02:00:00,1.08752,1.08754,1.08716,1.08742,1367
2024-05-20 03:00:00,1.08741,1.08789,1.08728,1.08780,748
2024-05-20 04:00:00,1.08780,1.08824,1.08777,1.08809,920
2024-05-20 05:00:00,1.08810,1.08826,1.08798,1.08808,858
2024-05-20 06:00:00,1.08804,1.08846,1.08777,1.08782,2743
2024-05-20 07:00:00,1.08780,1.08808,1.08694,1.08731,2919
2024-05-20 08:00:00,1.08730,1.08764,1.08714,1.08746,1954
2024-05-20 09:00:00,1.08745,1.08752,1.08664,1.08691,1888
2024-05-20 10:00:00,1.08690,1.08739,1.08687,1.08707,1571
2024-05-20 11:00:00,1.08708,1.08717,1.08597,1.08602,1903
2024-05-20 12:00:00,1.08604,1.08632,1.08543,1.08576,4077
2024-05-20 13:00:00,1.08575,1.08674,1.08574,1.08651,3792
2024-05-20 14:00:00,1.08652,1.08700,1.08628,1.08650,2556
2024-05-20 15:00:00,1.08650,1.08650,1.08581,1.08606,2290
2024-05-20 16:00:00,1.08607,1.08662,1.08591,1.08660,1598
2024-05-20 17:00:00,1.08660,1.08707,1.08630,1.08642,1651
2024-05-20 18:00:00,1.08641,1.08667,1.08611,1.08650,1472
2024-05-20 19:00:00,1.08648,1.08650,1.08592,1.08599,1185
2024-05-20 20:00:00,1.08597,1.08600,1.08566,1.08568,730
2024-05-20 21:00:00,1.08574,1.08606,1.08563,1.08606,482
2024-05-20 22:00:00,1.08600,1.08600,1.08566,1.08590,409
2024-05-20 23:00:00,1.08590,1.08609,1.08586,1.08604,571
2024-05-21 00:00:00,1.08606,1.08620,1.08566,1.08614,1163
2024-05-21 01:00:00,1.08612,1.08614,1.08552,1.08558,2059
2024-05-21 02:00:00,1.08558,1.08566,1.08509,1.08555,2015
2024-05-21 03:00:00,1.08556,1.08570,1.08541,1.08560,1011
2024-05-21 04:00:00,1.08558,1.08602,1.08552,1.08589,880
2024-05-21 05:00:00,1.08588,1.08616,1.08566,1.08586,984
2024-05-21 06:00:00,1.08584,1.08637,1.08569,1.08616,2460
2024-05-21 07:00:00,1.08617,1.08670,1.08594,1.08644,2734
2024-05-21 08:00:00,1.08646,1.08696,1.08600,1.08668,2208
2024-05-21 09:00:00,1.08670,1.08748,1.08665,1.08719,2085
2024-05-21 10:00:00,1.08720,1.08734,1.08658,1.08668,1737
2024-05-21 11:00:00,1.08668,1.08698,1.08644,1.08682,1901
2024-05-21 12:00:00,1.08685,1.08708,1.08548,1.08572,3653
2024-05-21 13:00:00,1.08570,1.08606,1.08427,1.08497,7964
2024-05-21 14:00:00,1.08499,1.08619,1.08464,1.08594,3819
2024-05-21 15:00:00,1.08592,1.08613,1.08530,1.08541,2728
2024-05-21 16:00:00,1.08540,1.08568,1.08522,1.08540,2070
2024-05-21 17:00:00,1.08538,1.08544,1.08464,1.08533,1813
2024-05-21 18:00:00,1.08535,1.08556,1.08502,1.08521,1329
2024-05-21 19:00:00,1.08522,1.08563,1.08509,1.08558,1251
2024-05-21 20:00:00,1.08560,1.08566,1.08537,1.08540,574
2024-05-21 21:00:00,1.08552,1.08572,1.08538,1.08564,678
2024-05-21 22:00:00,1.08563,1.08576,1.08555,1.08575,297
2024-05-21 23:00:00,1.08576,1.08596,1.08540,1.08541,635
2024-05-22 00:00:00,1.08540,1.08600,1.08540,1.08576,1182
2024-05-22 01:00:00,1.08571,1.08617,1.08555,1.08600,1508
2024-05-22 02:00:00,1.08608,1.08636,1.08570,1.08590,1939
2024-05-22 03:00:00,1.08592,1.08593,1.08538,1.08558,1176
2024-05-22 04:00:00,1.08558,1.08562,1.08528,1.08536,803
2024-05-22 05:00:00,1.08536,1.08567,1.08521,1.08560,1156
2024-05-22 06:00:00,1.08566,1.08634,1.08556,1.08614,2820
2024-05-22 07:00:00,1.08616,1.08636,1.08501,1.08577,2602
2024-05-22 08:00:00,1.08578,1.08582,1.08463,1.08487,2397
2024-05-22 09:00:00,1.08486,1.08499,1.08411,1.08437,2204
2024-05-22 10:00:00,1.08436,1.08463,1.08368,1.08377,2012
2024-05-22 11:00:00,1.08376,1.08385,1.08220,1.08276,2710
2024-05-22 12:00:00,1.08277,1.08369,1.08265,1.08320,3903
2024-05-22 13:00:00,1.08319,1.08410,1.08318,1.08356,3613
2024-05-22 14:00:00,1.08354,1.08400,1.08318,1.08335,3592
2024-05-22 15:00:00,1.08337,1.08424,1.08332,1.08362,2359
2024-05-22 16:00:00,1.08363,1.08444,1.08358,1.08424,2019
